Text,Date,No_of_likes,No_of_comments,Year,Clean_Text,Sentiment,Confidence
"This is high time Congress gets active in Amethi & Raebareily for Loksabha 2024 Need Rahul Gandhi and Priyanka Gandhi regular visits from now onwards, to reclaim the bastion.",2023-12-24 15:59:00,1238,189,2024,"This is high time Congress gets active in Amethi & Raebareily for Loksabha 2024 Need Rahul Gandhi and Priyanka Gandhi regular visits from now onwards, to reclaim the bastion.",neutral,0.6477033495903015
Nana Patekar : “There is no alternative to BJP in the 2024 Lok Sabha elections. I wouldn't be surprised if they come back to power with 350-375 seats.”,2023-12-25 10:17:00,100,1,2024,Nana Patekar : “There is no alternative to BJP in the 2024 Lok Sabha elections. I wouldn't be surprised if they come back to power with 350-375 seats.”,neutral,0.6922016739845276
"The MP of Serampore Lok Sabha Constituency; Kalyan Banerjee distastefully mocked the Hon'ble Vice President of India; Shri Jagdeep Dhankhar Ji in the Parliament premises. Today I marched alongside @BJP4Bengal Karyakartas in Serampore; Hooghly district, to register our protest against the disgusting behavior of the local MP towards the Former Governor of WB, who is the Son of a Farmer and belongs to the OBC Community. The public sentiment indicate that the people of the Serampore Lok Sabha Constituency not only disapprove their MP's utterly shameful behavior but are also eager to teach him a lesson in the upcoming Lok Sabha Elections. @VPIndia",2023-12-23 14:21:00,1349,304,2024,"The MP of Serampore Lok Sabha Constituency; Kalyan Banerjee distastefully mocked the Hon'ble Vice President of India; Shri Jagdeep Dhankhar Ji in the Parliament premises. Today I marched alongside Karyakartas in Serampore; Hooghly district, to register our protest against the disgusting behavior of the local MP towards the Former Governor of WB, who is the Son of a Farmer and belongs to the OBC Community. The public sentiment indicate that the people of the Serampore Lok Sabha Constituency not only disapprove their MP's utterly shameful behavior but are also eager to teach him a lesson in the upcoming Lok Sabha Elections.",negative,0.6238598227500916
"""The Government has created a new category of Ex-#Agniveer in the #recruitment to the post of Constable (General Duty)/ Rifleman in Central #Armed #Police #Forces and Assam Rifles (CAPFs & AR) with some exceptions"": MoS Home #NityanandRai in a written reply in #LokSabha पूर्व-#अग्निवीरों के लिए सीएपीएफ में होगी एक नई श्रेणी, #गृहराज्यमंत्री ने #लोकसभा में जानकारी दी। गृह राज्य मंत्री नित्यानंद राय ने लोकसभा में एक सवाल के लिखित जवाब में कहा है कि सरकार ने कुछ अपवादों के साथ केंद्रीय सशस्त्र पुलिस बलों और असम राइफल्स (सीएपीएफ और एआर) में कांस्टेबल (जनरल ड्यूटी)/राइफलमैन के पद पर भर्ती में पूर्व-अग्निवीर की एक नई श्रेणी बनाई है। #wintervolliefde #jjk246 #IPLAuction #iplauction2024 #NFFC #CivilWar #SupremeCourt #फौज #Armed",2023-12-20 06:51:00,7,0,2024,"""The Government has created a new category of Ex-Agniveer in the recruitment to the post of Constable (General Duty)/ Rifleman in Central Armed Police Forces and Assam Rifles (CAPFs & AR) with some exceptions"": MoS Home NityanandRai in a written reply in LokSabha पूर्व-अग्निवीरों के लिए सीएपीएफ में होगी एक नई श्रेणी, गृहराज्यमंत्री ने लोकसभा में जानकारी दी। गृह राज्य मंत्री नित्यानंद राय ने लोकसभा में एक सवाल के लिखित जवाब में कहा है कि सरकार ने कुछ अपवादों के साथ केंद्रीय सशस्त्र पुलिस बलों और असम राइफल्स (सीएपीएफ और एआर) में कांस्टेबल (जनरल ड्यूटी)/राइफलमैन के पद पर भर्ती में पूर्व-अग्निवीर की एक नई श्रेणी बनाई है। wintervolliefde jjk246 IPLAuction iplauction2024 NFFC CivilWar SupremeCourt फौज Armed",neutral,0.92857426404953
Andhra was congress bastion till 2014. 33 /40 Lok Sabha seats and huge majority in assembly in 2009. Remaining states u wait and watch.,2023-12-25 12:41:00,0,1,2024,Andhra was congress bastion till 2014. 33 /40 Lok Sabha seats and huge majority in assembly in 2009. Remaining states u wait and watch.,neutral,0.7880728244781494
ABP News C Voters Opinion poll for Punjab Lok Sabha Cong - 7 AAP - 4 SAD - 1 BJP - 1 Congress party set to retain its seats in Punjab in Lok Sabha in 2024 elections. Rahul Gandhi emerges as most popular national leader in Punjab and rest of India,2023-12-25 01:32:00,77,21,2024,ABP News C Voters Opinion poll for Punjab Lok Sabha Cong - 7 AAP - 4 SAD - 1 BJP - 1 Congress party set to retain its seats in Punjab in Lok Sabha in 2024 elections. Rahul Gandhi emerges as most popular national leader in Punjab and rest of India,neutral,0.5254306197166443
2024 Loksabha result most likely🔥 Madhya Pradesh : BJP 27-29 : INC : 0-2 Ram Mandir Captain Rohit Sharma कैलाश विजयवर्गीय #XmasWithDunki #AliaBhatt,2023-12-25 12:41:00,0,0,2024,2024 Loksabha result most likely🔥 Madhya Pradesh : BJP 27-29 : INC : 0-2 Ram Mandir Captain Rohit Sharma कैलाश विजयवर्गीय XmasWithDunki AliaBhatt,neutral,0.8876028060913086
"Birthday wishes to Shri Deepak(Dev) Adhikari Ji, Lok Sabha MP from Ghatal(West Bengal). Praying for your long and healthy life. @idevadhikari",2023-12-25 03:08:00,36,6,2024,"Birthday wishes to Shri Deepak(Dev) Adhikari Ji, Lok Sabha MP from Ghatal(West Bengal). Praying for your long and healthy life.",positive,0.9606388807296753
KARNATAKA LOKSABHA: #EXCLUSIVE: A BREATH OF FRESH AIR IN COASTAL CONG LEADERSHIP.! CONG is becoming more aggressive in #CoastalKarnataka; to the credit of its new revival in organisations— CONG is addressing meetings and reaching out to voters at the block level. IMPRESSIVE.!,2023-12-25 07:49:00,436,12,2024,KARNATAKA LOKSABHA: EXCLUSIVE: A BREATH OF FRESH AIR IN COASTAL CONG LEADERSHIP.! CONG is becoming more aggressive in CoastalKarnataka; to the credit of its new revival in organisations— CONG is addressing meetings and reaching out to voters at the block level. IMPRESSIVE.!,positive,0.6966291666030884
अरे ऐसी शुभ -शुभ बातें से कही स्टूल न खिसक जाये 😇,2023-12-25 12:39:00,0,0,2024,अरे ऐसी शुभ -शुभ बातें से कही स्टूल न खिसक जाये 😇,neutral,0.8028144836425781
"Yes, the limitation in words as per rules of Lok Sabha restricted me in raising more points on this grave issue but I tried hard to let the voices, feelings, emotions of millions of men & women against the alarming rise in male-suicides in India reach the ears of GOI. #SaveMenToo",2023-12-24 19:35:00,296,25,2024,"Yes, the limitation in words as per rules of Lok Sabha restricted me in raising more points on this grave issue but I tried hard to let the voices, feelings, emotions of millions of men & women against the alarming rise in male-suicides in India reach the ears of GOI. SaveMenToo",negative,0.518981397151947
"Yeh sahi kiya, atleast loksabha chanav rak to chalni he chahiye ye scheme",2023-12-25 12:39:00,3,1,2024,"Yeh sahi kiya, atleast loksabha chanav rak to chalni he chahiye ye scheme",neutral,0.7673729062080383
"#NayaJammuKashmir Many people living in Kashmir for decades could cast their vote in Lok Sabha polls, but not in J&K’s assembly & local polls. They are the ones who came to India post Partition. Should we have allowed such injustice to exist? via NaMo App",2023-12-25 12:39:00,0,0,2024,"NayaJammuKashmir Many people living in Kashmir for decades could cast their vote in Lok Sabha polls, but not in J&K’s assembly & local polls. They are the ones who came to India post Partition. Should we have allowed such injustice to exist? via NaMo App",neutral,0.5286697745323181
"VIDEO | “We have no hesitation for an alliance with BJP (for 2024 Lok Sabha elections), but SAD is the bigger partner in Punjab. If they (BJP) agree to the clauses that were put forward by Lt. Parkash Singh Badal earlier, we are ready to join hands with them. Meanwhile, we have decided to form a unit of Akali Dal in Mumbai. We also have in the pipeline the formation of Akali Dal Bihar and Jharkhand,” says Shiromani Akali Dal (SAD) Delhi State president @ParamjitSSarna on the merger of Shiromani Akali Dal (Sanyukt) into Shiromani Akali Dal and the possibility of an alliance with BJP ahead of 2024 Lok Sabha polls.",2023-12-25 12:24:00,43,5,2024,"VIDEO | “We have no hesitation for an alliance with BJP (for 2024 Lok Sabha elections), but SAD is the bigger partner in Punjab. If they (BJP) agree to the clauses that were put forward by Lt. Parkash Singh Badal earlier, we are ready to join hands with them. Meanwhile, we have decided to form a unit of Akali Dal in Mumbai. We also have in the pipeline the formation of Akali Dal Bihar and Jharkhand,” says Shiromani Akali Dal (SAD) Delhi State president on the merger of Shiromani Akali Dal (Sanyukt) into Shiromani Akali Dal and the possibility of an alliance with BJP ahead of 2024 Lok Sabha polls.",neutral,0.6764104962348938
"The latest reports suggest that #Pawankalyan has put forth a fresh demand before #ChandrababuNaidu, asking for 45 assembly seats and five Lok Sabha seats. Read @greatandhranews Story | https://www.greatandhra.com/politics/andhra-news/pawan-raised-his-stakes-after-lokesh-statement-134559 #TDP",2023-12-25 09:55:00,24,7,2024,"The latest reports suggest that Pawankalyan has put forth a fresh demand before ChandrababuNaidu, asking for 45 assembly seats and five Lok Sabha seats. Read Story | TDP",neutral,0.9348602890968323
Exoberantly. Other airlines are not offering and lower fares and try to match indigo fare. I wish all point this to avation minIstet. Before the loksabha 2024 election please see that they reduce the fare be customer friendly and be responsive. If all feel this corect then retwet,2023-12-25 12:36:00,0,0,2024,Exoberantly. Other airlines are not offering and lower fares and try to match indigo fare. I wish all point this to avation minIstet. Before the loksabha 2024 election please see that they reduce the fare be customer friendly and be responsive. If all feel this corect then retwet,negative,0.6062360405921936
Pardon sprayers of gas in Lok Sabha https://www.mid-day.com/news/opinion/article/pardon-sprayers-of-gas-in-lok-sabha-23326530,2023-12-25 10:44:00,29,1,2024,Pardon sprayers of gas in Lok Sabha,negative,0.5644659996032715
"#WATCH | On Union Minister Anurag Thakur's statement regarding the INDIA alliance, Karnataka Deputy CM DK Shivakumar says ""NDA alliance will break before (Lok Sabha) elections...""",2023-12-25 08:07:00,322,23,2024,"WATCH | On Union Minister Anurag Thakur's statement regarding the INDIA alliance, Karnataka Deputy CM DK Shivakumar says ""NDA alliance will break before (Lok Sabha) elections...""",neutral,0.86209636926651
"Maharashtra 2024 Lok Sabha ABP C voters Opinion Poll INDIA ( Cong + NCP + SS ) - 29 NDA ( BJP + Eknath + Ajit ) - 19 INDIA takes a massive lead in Maharashtra compared to 2019 when it got 5/48, NDA down from 42 to 19 in India's Second largest state.",2023-12-24 13:25:00,1227,123,2024,"Maharashtra 2024 Lok Sabha ABP C voters Opinion Poll INDIA ( Cong + NCP + SS ) - 29 NDA ( BJP + Eknath + Ajit ) - 19 INDIA takes a massive lead in Maharashtra compared to 2019 when it got 5/48, NDA down from 42 to 19 in India's Second largest state.",neutral,0.8922553062438965
